Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date
1237;VTB1020;VTB Capital S.A.;Облигации;Облигации иностранного эмитента;;XS0548633659;DTFXFR;1,00;0,01;PCT;18.04.2017 0:00:00
1238;VTBperp;VTB Eurasia Designated Activity Company;Облигации;Облигации иностранного эмитента;;XS0810596832;DYVXXR;1,00;0,01;PCT;06.12.2017 0:00:00
1239;VTR;Ventas, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92276F1003;;1,00;0,01;USD;14.06.2017 0:00:00
1240;VZ;Verizon Communications Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92343V1044;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
1241;W;Wayfair Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US94419L1017;;1,00;0,01;USD;04.04.2019 0:00:00
1242;WAB;Westinghouse Air Brake Technologies Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9297401088;;1,00;0,01;USD;07.03.2019 0:00:00
1243;WAL;Western Alliance Bancorporation;Акции;Акции иностранного эмитента обыкновенные;;US9576381092;;1,00;0,01;USD;31.10.2019 0:00:00
1244;WAT;Waters Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9418481035;;1,00;0,01;USD;01.06.2017 0:00:00
1245;WB;JPMorgan Chase Bank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные класса A;Депозитарные расписки JPMorgan Chase Bank, N.A., удостоверяющие права в отношении обыкновенных акций класса A Weibo Corporation;US9485961018;ESVUFA;1,00;0,01;USD;26.08.2016 0:00:00
1246;WBA;Walgreens Boots Alliance, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9314271084;;1,00;0,01;USD;14.06.2017 0:00:00
1247;WBC;WABCO Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92927K1025;;1,00;0,01;USD;28.02.2019 0:00:00
1248;WCC;WESCO International, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US95082P1057;;1,00;0,01;USD;04.04.2019 0:00:00
1249;WDAY;Workday, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US98138H1014;;1,00;0,01;USD;04.04.2019 0:00:00
1250;WDC;Western Digital Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9581021055;;1,00;0,01;USD;18.05.2017 0:00:00
1251;WDFC;WD-40 Company;Акции;Акции иностранного эмитента обыкновенные;;US9292361071;;1,00;0,01;USD;18.05.2020 0:00:00
1252;WEC;WEC Energy Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92939U1060;;1,00;0,01;USD;14.06.2017 0:00:00
1253;WELL;Welltower Inc.;Акции;Акции иностранного эмитента обыкновенные;;US95040Q1040;;1,00;0,01;USD;01.06.2017 0:00:00
1254;WERN;Werner Enterprises, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9507551086;;1,00;0,01;USD;04.04.2019 0:00:00
1255;WEX;WEX Inc.;Акции;Акции иностранного эмитента обыкновенные;;US96208T1043;;1,00;0,01;USD;04.04.2019 0:00:00
1256;WFC;Wells Fargo & Company;Акции;Акции иностранного эмитента обыкновенные;;US9497461015;;1,00;0,01;USD;26.10.2016 0:00:00
1257;WGO;Winnebago Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9746371007;;1,00;0,01;USD;11.06.2019 0:00:00
1258;WH;Wyndham Hotels & Resorts, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98311A1051;;1,00;0,01;USD;07.06.2018 0:00:00
1259;WHD;Cactus, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US1272031071;;1,00;0,01;USD;04.04.2019 0:00:00
1260;WHR;Whirlpool Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9633201069;;1,00;0,01;USD;18.05.2017 0:00:00
1261;WING;Wingstop Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9741551033;;1,00;0,01;USD;04.04.2019 0:00:00
1262;WK;Workiva Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US98139A1051;;1,00;0,01;USD;31.10.2019 0:00:00
1263;WLK;Westlake Chemical Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9604131022;;1,00;0,01;USD;31.01.2019 0:00:00
1264;WLTW;Willis Towers Watson Public Limited Company;Акции;Акции иностранного эмитента обыкновенные;;IE00BDB6Q211;;1,00;0,01;USD;31.08.2017 0:00:00
1265;WM;Waste Management, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US94106L1098;;1,00;0,01;USD;26.10.2016 0:00:00
1266;WMB;The Williams Companies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9694571004;;1,00;0,01;USD;26.10.2016 0:00:00
1267;WMT;Walmart Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9311421039;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
1268;WOR;Worthington Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9818111026;;1,00;0,01;USD;04.04.2019 0:00:00
1269;WRB;W. R. Berkley Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0844231029;;1,00;0,01;USD;18.05.2020 0:00:00
1270;WRK;WestRock Company;Акции;Акции иностранного эмитента обыкновенные;;US96145D1054;;1,00;0,01;USD;15.11.2018 0:00:00
1271;WRLD;World Acceptance Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9814191048;;1,00;0,01;USD;31.10.2019 0:00:00
1272;WSM;Williams-Sonoma, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9699041011;;1,00;0,01;USD;31.01.2019 0:00:00
1273;WSO;Watsco, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9426222009;;1,00;0,01;USD;31.01.2019 0:00:00
1274;WST;West Pharmaceutical Services, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9553061055;;1,00;0,01;USD;18.05.2020 0:00:00
1275;WTFC;Wintrust Financial Corporation;Акции;Акции иностранного эмитента обыкновенные;;US97650W1080;;1,00;0,01;USD;18.05.2020 0:00:00
1276;WTS;Watts Water Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US9427491025;;1,00;0,01;USD;28.02.2019 0:00:00
1277;WTTR;Select Energy Services, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US81617J3014;;1,00;0,01;USD;05.08.2019 0:00:00
1278;WU;The Western Union Company;Акции;Акции иностранного эмитента обыкновенные;;US9598021098;;1,00;0,01;USD;18.05.2017 0:00:00
1279;WWD;Woodward, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9807451037;;1,00;0,01;USD;28.02.2019 0:00:00
1280;WWE;World Wrestling Entertainment, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US98156Q1085;;1,00;0,01;USD;04.04.2019 0:00:00
1281;WWW;Wolverine World Wide, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9780971035;;1,00;0,01;USD;04.04.2019 0:00:00
1282;WY;Weyerhaeuser Company;Акции;Акции иностранного эмитента обыкновенные;;US9621661043;;1,00;0,01;USD;14.06.2017 0:00:00
1283;WYND;Wyndham Destinations, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98310W1080;;1,00;0,01;USD;14.06.2017 0:00:00
1284;WYNN;Wynn Resorts, Limited;Акции;Акции иностранного эмитента обыкновенные;;US9831341071;;1,00;0,01;USD;14.06.2017 0:00:00
1285;XEC;Cimarex Energy Co.;Акции;Акции иностранного эмитента обыкновенные;;US1717981013;;1,00;0,01;USD;14.06.2017 0:00:00
1286;XEL;Xcel Energy Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98389B1008;;1,00;0,01;USD;14.06.2017 0:00:00
1287;XLNX;Xilinx, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9839191015;;1,00;0,01;USD;01.06.2017 0:00:00
1288;XLRN;Acceleron Pharma Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00434H1086;;1,00;0,01;USD;31.10.2019 0:00:00
1289;XNCR;Xencor, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98401F1057;;1,00;0,01;USD;31.10.2019 0:00:00
1290;XOM;Exxon Mobil Corporation;Акции;Акции иностранного эмитента обыкновенные;;US30231G1022;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
1291;XPO;XPO Logistics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9837931008;;1,00;0,01;USD;31.01.2019 0:00:00
1292;XRAY;DENTSPLY SIRONA Inc.;Акции;Акции иностранного эмитента обыкновенные;;US24906P1093;;1,00;0,01;USD;14.06.2017 0:00:00
1293;XRX;Xerox Holdings Corporation;Акции;Акции иностранного эмитента обыкновенные;;US98421M1062;;1,00;0,01;USD;06.08.2019 0:00:00
1294;XS0191754729;Gaz Capital S.A.;Облигации;Облигации иностранного эмитента;;XS0191754729;;1,00;0,01;PCT;15.10.2018 0:00:00
1295;XS0304274599;LUKOIL International Finance B.V.;Облигации;Облигации иностранного эмитента;;XS0304274599;;1,00;0,01;PCT;31.10.2018 0:00:00
1296;XS0559915961;VEB Finance Public Limited Company ;Облигации;Облигации иностранного эмитента;;XS0559915961;;1,00;0,01;PCT;31.10.2018 0:00:00
1297;XS0848530977;SB Capital S.A.;Облигации;Облигации иностранного эмитента;;XS0848530977;;1,00;0,01;PCT;26.10.2018 0:00:00
1298;XS0885736925;Gaz Capital S.A.;Облигации;Облигации иностранного эмитента;;XS0885736925;;1,00;0,01;PCT;23.11.2018 0:00:00
1299;XS0893212398;VEB Finance Public Limited Company ;Облигации;Облигации иностранного эмитента;;XS0893212398;;1,00;0,01;PCT;15.10.2018 0:00:00
1300;XS0935311240;SB Capital S.A.;Облигации;Облигации иностранного эмитента;;XS0935311240;;1,00;0,01;PCT;31.10.2018 0:00:00
1301;XS1319813769;Global Ports (Finance) PLC;Облигации;Облигации иностранного эмитента;;XS1319813769;;1,00;0,01;PCT;31.10.2018 0:00:00
1302;XS1577953174;Steel Funding Designated Activity Company;Облигации;Облигации иностранного эмитента;;XS1577953174;;1,00;0,01;PCT;31.10.2018 0:00:00
1303;XS1603335610;Metalloinvest Finance Designated Activity Company;Облигации;Облигации иностранного эмитента;;XS1603335610;;1,00;0,01;PCT;31.10.2018 0:00:00
1304;XS1693971043;SIBUR Securities Designated Activity Company;Облигации;Облигации иностранного эмитента;;XS1693971043;;1,00;0,01;PCT;31.10.2018 0:00:00
1305;XS1752568144;PhosAgro Bond Funding Designated Activity Company;Облигации;Облигации иностранного эмитента;;XS1752568144;;1,00;0,01;PCT;31.10.2018 0:00:00
1306;XYL;Xylem Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98419M1009;;1,00;0,01;USD;26.10.2016 0:00:00
