Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date
655;LEN;Lennar Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US5260571048;;1,00;0,01;USD;14.06.2017 0:00:00
656;LEVI;Levi Strauss & Co.;Акции;Акции иностранного эмитента обыкновенные класса A;;US52736R1023;;1,00;0,01;USD;11.06.2019 0:00:00
657;LFC;Deutsche Bank Trust Company Americas;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные класса H;Депозитарные расписки Deutsche Bank Trust Company Americas, удостоверяющие права в отношении обыкновенных акций класса H China Life Insurance Company Limited;US16939P1066;ESVUFA;1,00;0,01;USD;09.07.2018 0:00:00
658;LFUS;Littelfuse, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5370081045;;1,00;0,01;USD;18.05.2020 0:00:00
659;LGIH;LGI Homes, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US50187T1060;;1,00;0,01;USD;11.06.2019 0:00:00
660;LGND;Ligand Pharmaceuticals Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US53220K5048;;1,00;0,01;USD;05.08.2019 0:00:00
661;LH;Laboratory Corporation of America Holdings;Акции;Акции иностранного эмитента обыкновенные;;US50540R4092;;1,00;0,01;USD;01.06.2017 0:00:00
662;LHCG;LHC Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US50187A1079;;1,00;0,01;USD;11.06.2019 0:00:00
663;LHX;L3Harris Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5024311095;;1,00;0,01;USD;18.05.2017 0:00:00
664;LII;Lennox International Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5261071071;;1,00;0,01;USD;31.01.2019 0:00:00
665;LIN;Linde plc;Акции;Акции иностранного эмитента обыкновенные;;IE00BZ12WP82;;1,00;0,01;USD;13.11.2018 0:00:00
666;LITE;Lumentum Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US55024U1097;;1,00;0,01;USD;11.06.2019 0:00:00
667;LKQ;LKQ Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5018892084;;1,00;0,01;USD;31.08.2017 0:00:00
668;LLY;Eli Lilly and Company;Акции;Акции иностранного эмитента обыкновенные;;US5324571083;;1,00;0,01;USD;01.06.2017 0:00:00
669;LM;Legg Mason, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5249011058;;1,00;0,01;USD;14.06.2017 0:00:00
670;LMT;Lockheed Martin Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5398301094;;1,00;0,01;USD;19.10.2016 0:00:00
671;LNT;Alliant Energy Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0188021085;;1,00;0,01;USD;31.08.2017 0:00:00
672;LNTH;Lantheus Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5165441032;;1,00;0,01;USD;31.10.2019 0:00:00
673;LOGM;LogMeIn, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US54142L1098;;1,00;0,01;USD;04.04.2019 0:00:00
674;LOPE;Grand Canyon Education, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US38526M1062;;1,00;0,01;USD;28.02.2019 0:00:00
675;LOW;Lowe's Companies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5486611073;;1,00;0,01;USD;01.06.2017 0:00:00
676;LPL;Citibank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций LG Display Co., Ltd.;US50186V1026;ESVUFA;1,00;0,01;USD;26.08.2016 0:00:00
677;LPLA;LPL Financial Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US50212V1008;;1,00;0,01;USD;18.05.2020 0:00:00
678;LPSN;LivePerson, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5381461012;;1,00;0,01;USD;31.10.2019 0:00:00
679;LRCX;Lam Research Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5128071082;;1,00;0,01;USD;01.06.2017 0:00:00
680;LRN;K12 Inc.;Акции;Акции иностранного эмитента обыкновенные;;US48273U1025;;1,00;0,01;USD;31.10.2019 0:00:00
681;LSTR;Landstar System, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5150981018;;1,00;0,01;USD;18.05.2020 0:00:00
682;LTHM;Livent Corporation ;Акции;Акции иностранного эмитента обыкновенные;;US53814L1089;;1,00;0,01;USD;07.03.2019 0:00:00
683;LUK0423;LUKOIL International Finance B.V.;Облигации;Облигации иностранного эмитента;;XS0919504562;;1,00;0,01;PCT;16.09.2019 0:00:00
684;LUK1120;LUKOIL International Finance B.V.;Облигации;Облигации иностранного эмитента;;XS0554659671;;1,00;0,01;PCT;16.09.2019 0:00:00
685;LUK1126;LUKOIL International Finance B.V.;Облигации;Облигации иностранного эмитента;;XS1514045886;;1,00;0,01;PCT;16.09.2019 0:00:00
686;LULU;lululemon athletica inc.;Акции;Акции иностранного эмитента обыкновенные;;US5500211090;;1,00;0,01;USD;31.01.2019 0:00:00
687;LUV;Southwest Airlines Co.;Акции;Акции иностранного эмитента обыкновенные;;US8447411088;;1,00;0,01;USD;19.10.2016 0:00:00
688;LVS;Las Vegas Sands Corp.;Акции;Акции иностранного эмитента обыкновенные;;US5178341070;;1,00;0,01;USD;31.01.2019 0:00:00
689;LW;Lamb Weston Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5132721045;;1,00;0,01;USD;18.05.2020 0:00:00
690;LYB;LyondellBasell Industries N.V.;Акции;Акции иностранного эмитента обыкновенные класса A;;NL0009434992;;1,00;0,01;USD;01.06.2017 0:00:00
691;LYFT;Lyft, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US55087P1049;;1,00;0,01;USD;11.06.2019 0:00:00
692;LYV;Live Nation Entertainment, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5380341090;;1,00;0,01;USD;05.08.2019 0:00:00
693;M;Macy's, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US55616P1049;;1,00;0,01;USD;01.06.2017 0:00:00
694;MA;Mastercard Incorporated;Акции;Акции иностранного эмитента обыкновенные класса A;;US57636Q1040;;1,00;0,01;USD;19.10.2016 0:00:00
695;MAA;Mid-America Apartment Communities, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US59522J1034;;1,00;0,01;USD;31.08.2017 0:00:00
696;MAC;The Macerich Company;Акции;Акции иностранного эмитента обыкновенные;;US5543821012;;1,00;0,01;USD;01.06.2017 0:00:00
697;MAN;ManpowerGroup Inc.;Акции;Акции иностранного эмитента обыкновенные;;US56418H1005;;1,00;0,01;USD;31.01.2019 0:00:00
698;MANH;Manhattan Associates, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5627501092;;1,00;0,01;USD;28.02.2019 0:00:00
699;MANT;ManTech International Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US5645631046;;1,00;0,01;USD;28.02.2019 0:00:00
700;MANU;Manchester United plc;Акции;Акции иностранного эмитента обыкновенные класса A;;KYG5784H1065;;1,00;0,01;USD;05.08.2019 0:00:00
701;MAR;Marriott International, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US5719032022;;1,00;0,01;USD;01.06.2017 0:00:00
702;MAS;Masco Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5745991068;;1,00;0,01;USD;19.10.2016 0:00:00
703;MASI;Masimo Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5747951003;;1,00;0,01;USD;11.06.2019 0:00:00
704;MAT;Mattel, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5770811025;;1,00;0,01;USD;18.05.2017 0:00:00
705;MATX;Matson, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US57686G1058;;1,00;0,01;USD;04.04.2019 0:00:00
706;MBT;JPMorgan Chase Bank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки JPMorgan Chase Bank, N.A., удостоверяющие права в отношении обыкновенных акций ПАО "МТС";US6074091090;ESVUFA;1,00;0,01;USD;24.08.2017 0:00:00
707;MBUU;Malibu Boats, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US56117J1007;;1,00;0,01;USD;31.10.2019 0:00:00
708;MC;Moelis & Company;Акции;Акции иностранного эмитента обыкновенные класса A;;US60786M1053;;1,00;0,01;USD;18.05.2020 0:00:00
709;MCD;McDonald's Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5801351017;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
710;MCHP;Microchip Technology Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US5950171042;;1,00;0,01;USD;18.05.2017 0:00:00
711;MCK;McKesson Corporation;Акции;Акции иностранного эмитента обыкновенные;;US58155Q1031;;1,00;0,01;USD;01.06.2017 0:00:00
712;MCO;Moody's Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6153691059;;1,00;0,01;USD;18.05.2017 0:00:00
713;MCRI;Monarch Casino & Resort, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6090271072;;1,00;0,01;USD;11.06.2019 0:00:00
714;MD;MEDNAX, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US58502B1061;;1,00;0,01;USD;04.04.2019 0:00:00
715;MDB;MongoDB, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US60937P1066;;1,00;0,01;USD;05.08.2019 0:00:00
716;MDGL;Madrigal Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5588681057;;1,00;0,01;USD;31.10.2019 0:00:00
717;MDLZ;Mondelez International, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US6092071058;;1,00;0,01;USD;19.10.2016 0:00:00
718;MDRX;Allscripts Healthcare Solutions, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US01988P1084;;1,00;0,01;USD;05.08.2019 0:00:00
719;MDT;Medtronic Public Limited Company;Акции;Акции иностранного эмитента обыкновенные;;IE00BTN1Y115;;1,00;0,01;USD;19.10.2016 0:00:00
720;MED;Medifast, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US58470H1014;;1,00;0,01;USD;18.05.2020 0:00:00
721;MEDP;Medpace Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US58506Q1094;;1,00;0,01;USD;11.06.2019 0:00:00
722;MEI;Methode Electronics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5915202007;;1,00;0,01;USD;04.04.2019 0:00:00
723;MELI;MercadoLibre, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US58733R1023;;1,00;0,01;USD;31.01.2019 0:00:00
724;MET;MetLife, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US59156R1086;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
725;MFGP;Deutsche Bank Trust Company Americas;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки Deutsche Bank Trust Company Americas, удостоверяющие права в отношении обыкновенных акций Micro Focus International plc;US5948374039;;1,00;0,01;USD;08.05.2019 0:00:00
726;MGLN;Magellan Health, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5590792074;;1,00;0,01;USD;28.02.2019 0:00:00
727;MGY;Magnolia Oil & Gas Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US5596631094;;1,00;0,01;USD;31.10.2019 0:00:00
728;MHK;Mohawk Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6081901042;;1,00;0,01;USD;14.06.2017 0:00:00
729;MHO;M/I Homes, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US55305B1017;;1,00;0,01;USD;31.10.2019 0:00:00
730;MIDD;The Middleby Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5962781010;;1,00;0,01;USD;31.01.2019 0:00:00
731;MINI;Mobile Mini, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US60740F1057;;1,00;0,01;USD;04.04.2019 0:00:00
732;MKC;McCormick & Company, Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US5797802064;;1,00;0,01;USD;14.06.2017 0:00:00
733;MKL;Markel Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5705351048;;1,00;0,01;USD;05.08.2019 0:00:00
734;MKSI;MKS Instruments, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US55306N1046;;1,00;0,01;USD;18.05.2020 0:00:00
735;MKTX;MarketAxess Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US57060D1081;;1,00;0,01;USD;31.01.2019 0:00:00
736;MLCO;Deutsche Bank Trust Company Americas;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки Deutsche Bank Trust Company Americas, удостоверяющие права в отношении обыкновенных акций Melco Resorts & Entertainment Limited;US5854641009;ESVUFA;1,00;0,01;USD;26.08.2016 0:00:00
737;MLHR;Herman Miller, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6005441000;;1,00;0,01;USD;04.04.2019 0:00:00
738;MLM;Martin Marietta Materials, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5732841060;;1,00;0,01;USD;14.06.2017 0:00:00
739;MMC;Marsh & McLennan Companies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5717481023;;1,00;0,01;USD;14.06.2017 0:00:00
740;MMI;Marcus & Millichap, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5663241090;;1,00;0,01;USD;31.10.2019 0:00:00
741;MMM;3M Company;Акции;Акции иностранного эмитента обыкновенные;;US88579Y1010;;1,00;0,01;USD;19.10.2016 0:00:00
742;MMS;MAXIMUS, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5779331041;;1,00;0,01;USD;28.02.2019 0:00:00
743;MMSI;Merit Medical Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5898891040;;1,00;0,01;USD;28.02.2019 0:00:00
744;MNK;Mallinckrodt public limited company;Акции;Акции иностранного эмитента обыкновенные;;IE00BBGT3753;;1,00;0,01;USD;14.06.2017 0:00:00
745;MNRO;Monro, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6102361010;;1,00;0,01;USD;18.05.2020 0:00:00
746;MNST;Monster Beverage Corporation;Акции;Акции иностранного эмитента обыкновенные;;US61174X1090;;1,00;0,01;USD;01.06.2017 0:00:00
747;MO;Altria Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US02209S1033;;1,00;0,01;USD;19.10.2016 0:00:00
748;MOMO;Deutsche Bank Trust Company Americas;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные класса A;Депозитарные расписки Deutsche Bank Trust Company Americas, удостоверяющие права в отношении обыкновенных акций класса A Momo Inc.;US60879B1070;ESVUFA;1,00;0,01;USD;26.08.2016 0:00:00
749;MORN;Morningstar, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6177001095;;1,00;0,01;USD;18.05.2020 0:00:00
750;MOS;The Mosaic Company;Акции;Акции иностранного эмитента обыкновенные;;US61945C1036;;1,00;0,01;USD;14.06.2017 0:00:00
751;MOV;Movado Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6245801062;;1,00;0,01;USD;28.02.2019 0:00:00
752;MPC;Marathon Petroleum Corporation;Акции;Акции иностранного эмитента обыкновенные;;US56585A1025;;1,00;0,01;USD;01.06.2017 0:00:00
753;MPWR;Monolithic Power Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6098391054;;1,00;0,01;USD;18.05.2020 0:00:00
754;MRC;MRC Global Inc.;Акции;Акции иностранного эмитента обыкновенные;;US55345K1034;;1,00;0,01;USD;31.10.2019 0:00:00
755;MRK;Merck & Co., Inc.;Акции;Акции иностранного эмитента обыкновенные;;US58933Y1055;;1,00;0,01;USD;19.10.2016 0:00:00
756;MRNA;Moderna, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US60770K1079;;1,00;0,01;USD;31.10.2019 0:00:00
757;MRO;Marathon Oil Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5658491064;;1,00;0,01;USD;19.10.2016 0:00:00
758;MRTX;Mirati Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US60468T1051;;1,00;0,01;USD;05.08.2019 0:00:00
759;MS;Morgan Stanley;Акции;Акции иностранного эмитента обыкновенные;;US6174464486;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
760;MSA;MSA Safety Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US5534981064;;1,00;0,01;USD;18.05.2020 0:00:00
761;MSCI;MSCI Inc.;Акции;Акции иностранного эмитента обыкновенные;;US55354G1004;;1,00;0,01;USD;31.01.2019 0:00:00
762;MSFT;Microsoft Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5949181045;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
763;MSGE;Madison Square Garden Entertainment Corp.;Акции;Акции иностранного эмитента обыкновенные класса A;;US55826T1025;;1,00;0,01;USD;21.04.2020 0:00:00
764;MSGN;MSG Networks Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US5535731062;;1,00;0,01;USD;05.08.2019 0:00:00
765;MSGS;Madison Square Garden Sports Corp.;Акции;Акции иностранного эмитента обыкновенные класса A;;US55825T1034;;1,00;0,01;USD;05.08.2019 0:00:00
766;MSI;Motorola Solutions, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6200763075;;1,00;0,01;USD;18.05.2017 0:00:00
767;MSM;MSC Industrial Direct Co., Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US5535301064;;1,00;0,01;USD;28.02.2019 0:00:00
768;MSTR;MicroStrategy Incorporated;Акции;Акции иностранного эмитента обыкновенные класса A;;US5949724083;;1,00;0,01;USD;11.06.2019 0:00:00
769;MTB;M&T Bank Corporation;Акции;Акции иностранного эмитента обыкновенные;;US55261F1049;;1,00;0,01;USD;01.06.2017 0:00:00
770;MTCH;Match Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US57665R1068;;1,00;0,01;USD;11.06.2019 0:00:00
771;MTD;Mettler-Toledo International Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5926881054;;1,00;0,01;USD;31.08.2017 0:00:00
772;MTG;MGIC Investment Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5528481030;;1,00;0,01;USD;31.10.2019 0:00:00
773;MTH;Meritage Homes Corporation;Акции;Акции иностранного эмитента обыкновенные;;US59001A1025;;1,00;0,01;USD;11.06.2019 0:00:00
774;MTN;Vail Resorts, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US91879Q1094;;1,00;0,01;USD;31.01.2019 0:00:00
775;MTOR;Meritor, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US59001K1007;;1,00;0,01;USD;31.10.2019 0:00:00
776;MTRN;Materion Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5766901012;;1,00;0,01;USD;28.02.2019 0:00:00
777;MTS0620;MTS International Funding DAC;Облигации;Облигации иностранного эмитента;;XS0513723873;DYFXXR;1,00;0,01;PCT;22.03.2017 0:00:00
778;MTSC;MTS Systems Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5537771033;;1,00;0,01;USD;28.02.2019 0:00:00
779;MU;Micron Technology, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5951121038;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
780;MUR;Murphy Oil Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6267171022;;1,00;0,01;USD;01.06.2017 0:00:00
781;MUSA;Murphy USA Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6267551025;;1,00;0,01;USD;31.10.2019 0:00:00
782;MXIM;Maxim Integrated Products, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US57772K1016;;1,00;0,01;USD;31.01.2019 0:00:00
783;MXL;MaxLinear, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US57776J1007;;1,00;0,01;USD;31.10.2019 0:00:00
784;MYGN;Myriad Genetics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US62855J1043;;1,00;0,01;USD;04.04.2019 0:00:00
785;MYL;Mylan N.V.;Акции;Акции иностранного эмитента обыкновенные;;NL0011031208;;1,00;0,01;USD;01.06.2017 0:00:00
786;MYOK;MyoKardia, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US62857M1053;;1,00;0,01;USD;11.06.2019 0:00:00
787;MYRG;MYR Group Inc.;Акции;Акции иностранного эмитента обыкновенные;;US55405W1045;;1,00;0,01;USD;11.06.2019 0:00:00
788;NATI;National Instruments Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6365181022;;1,00;0,01;USD;18.05.2020 0:00:00
789;NAVI;Navient Corporation;Акции;Акции иностранного эмитента обыкновенные;;US63938C1080;;1,00;0,01;USD;14.06.2017 0:00:00
790;NBIX;Neurocrine Biosciences, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US64125C1099;;1,00;0,01;USD;05.08.2019 0:00:00
791;NBL;Noble Energy, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6550441058;;1,00;0,01;USD;18.05.2017 0:00:00
792;NCR;NCR Corporation;Акции;Акции иностранного эмитента обыкновенные;;US62886E1082;;1,00;0,01;USD;31.10.2019 0:00:00
793;NDAQ;Nasdaq, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6311031081;;1,00;0,01;USD;18.05.2017 0:00:00
794;NDSN;Nordson Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6556631025;;1,00;0,01;USD;31.01.2019 0:00:00
795;NEE;NextEra Energy, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US65339F1012;;1,00;0,01;USD;18.05.2017 0:00:00
796;NEM;Newmont Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6516391066;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
797;NEO;NeoGenomics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US64049M2098;;1,00;0,01;USD;31.10.2019 0:00:00
798;NEOG;Neogen Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6404911066;;1,00;0,01;USD;11.06.2019 0:00:00
799;NEU;NewMarket Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6515871076;;1,00;0,01;USD;28.02.2019 0:00:00
800;NEWR;New Relic, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US64829B1008;;1,00;0,01;USD;05.08.2019 0:00:00
801;NFLX;Netflix, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US64110L1061;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
802;NGVT;Ingevity Corporation;Акции;Акции иностранного эмитента обыкновенные;;US45688C1071;;1,00;0,01;USD;11.06.2019 0:00:00
803;NJR;New Jersey Resources Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6460251068;;1,00;0,01;USD;28.02.2019 0:00:00
804;NKE;NIKE, Inc.;Акции;Акции иностранного эмитента обыкновенные класса B;;US6541061031;;1,00;0,01;USD;19.10.2016 0:00:00
805;NKTR;Nektar Therapeutics;Акции;Акции иностранного эмитента обыкновенные;;US6402681083;;1,00;0,01;USD;05.08.2019 0:00:00
806;NLOK;NortonLifeLock Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6687711084;;1,00;0,01;USD;18.05.2017 0:00:00
807;NLSN;Nielsen Holdings plc;Акции;Акции иностранного эмитента обыкновенные;;GB00BWFY5505;;1,00;0,01;USD;19.10.2016 0:00:00
808;NMIH;NMI Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US6292093050;;1,00;0,01;USD;31.10.2019 0:00:00
809;NOC;Northrop Grumman Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6668071029;;1,00;0,01;USD;26.10.2016 0:00:00
810;NOK;Citibank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций Nokia Corporation;US6549022043;ESVUFA;1,00;0,01;USD;18.05.2017 0:00:00
811;NOV;National Oilwell Varco, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6370711011;;1,00;0,01;USD;01.06.2017 0:00:00
812;NOW;ServiceNow, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US81762P1021;;1,00;0,01;USD;28.02.2019 0:00:00
813;NRG;NRG Energy, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6293775085;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
814;NSC;Norfolk Southern Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6558441084;;1,00;0,01;USD;26.10.2016 0:00:00
815;NSIT;Insight Enterprises, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US45765U1034;;1,00;0,01;USD;28.02.2019 0:00:00
816;NSP;Insperity, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US45778Q1076;;1,00;0,01;USD;28.02.2019 0:00:00
817;NTAP;NetApp, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US64110D1046;;1,00;0,01;USD;01.06.2017 0:00:00
818;NTCO;The Bank of New York Mellon;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций Natura &Co Holding S.A.;US63884N1081;;1,00;0,01;USD;10.01.2020 0:00:00
819;NTCT;NetScout Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US64115T1043;;1,00;0,01;USD;31.10.2019 0:00:00
820;NTES;The Bank of New York Mellon;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций NetEase, Inc.;US64110W1027;;1,00;0,01;USD;17.04.2019 0:00:00
821;NTGR;NETGEAR, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US64111Q1040;;1,00;0,01;USD;04.04.2019 0:00:00
822;NTLA;Intellia Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US45826J1051;;1,00;0,01;USD;31.10.2019 0:00:00
823;NTNX;Nutanix, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US67059N1081;;1,00;0,01;USD;05.08.2019 0:00:00
824;NTRS;Northern Trust Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6658591044;;1,00;0,01;USD;14.06.2017 0:00:00
825;NTUS;Natus Medical Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US6390501038;;1,00;0,01;USD;04.04.2019 0:00:00
826;NUE;Nucor Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6703461052;;1,00;0,01;USD;14.06.2017 0:00:00
827;NUS;Nu Skin Enterprises, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US67018T1051;;1,00;0,01;USD;28.02.2019 0:00:00
828;NUVA;NuVasive, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6707041058;;1,00;0,01;USD;04.04.2019 0:00:00
829;NVDA;NVIDIA Corporation;Акции;Акции иностранного эмитента обыкновенные;;US67066G1040;;1,00;0,01;USD;26.10.2016 0:00:00
830;NVEE;NV5 Global, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US62945V1098;;1,00;0,01;USD;31.10.2019 0:00:00
831;NVR;NVR, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US62944T1051;;1,00;0,01;USD;31.01.2019 0:00:00
832;NVRO;Nevro Corp.;Акции;Акции иностранного эмитента обыкновенные;;US64157F1030;;1,00;0,01;USD;18.05.2020 0:00:00
833;NVTA;Invitae Corporation;Акции;Акции иностранного эмитента обыкновенные;;US46185L1035;;1,00;0,01;USD;05.08.2019 0:00:00
